  344.89, 1252.23
  345.10, 1252.23
  345.32, 1252.23
  345.53, 1247.11
  345.75, 1253.95
  345.97, 1348.67
  346.18, 1344.55
  346.40, 1341.85
  346.62, 1336.48
  346.83, 1319.85
  347.05, 1332.22
  347.26, 1337.41
  347.48, 1339.58
  347.70, 1353.38
  347.91, 1345.62
  348.13, 1331.08
  348.34, 1334.19
  348.56, 1362.72
  348.78, 1344.14
  348.99, 1334.15
  349.21, 1363.78
  349.42, 1322.86
  349.64, 1355.86
  349.86, 1340.83
  350.07, 1341.32
  350.29, 1344.82
  350.50, 1356.37
  350.72, 1337.69
  350.94, 1346.85
  351.15, 1317.21
  351.37, 1359.18
  351.58, 1345.17
  351.80, 1348.55
  352.02, 1325.61
  352.23, 1337.39
  352.45, 1367.76
  352.66, 1330.57
  352.88, 1330.81
  353.09, 1344.63
  353.31, 1353.01
  353.53, 1342.61
  353.74, 1342.91
  353.96, 1335.17
  354.17, 1351.39
  354.39, 1341.05
  354.60, 1366.34
  354.82, 1342.83
  355.04, 1334.99
  355.25, 1367.63
  355.47, 1329.64
  355.68, 1363.44
  355.90, 1343.18
  356.11, 1343.20
  356.33, 1326.65
  356.54, 1361.35
  356.76, 1334.42
  356.98, 1372.02
  357.19, 1325.51
  357.41, 1355.96
  357.62, 1336.81
  357.84, 1353.28
  358.05, 1341.99
  358.27, 1356.82
  358.48, 1342.38
  358.70, 1344.41
  358.92, 1359.34
  359.13, 1364.89
  359.35, 1332.55
  359.56, 1345.64
  359.78, 1334.99
  359.99, 1365.38
  360.21, 1333.21
  360.42, 1355.06
  360.64, 1346.17
  360.85, 1345.93
  361.07, 1344.61
  361.28, 1342.71
  361.50, 1368.96
  361.71, 1349.92
  361.93, 1324.85
  362.14, 1345.09
  362.36, 1351.39
  362.58, 1345.74
  362.79, 1347.62
  363.01, 1327.45
  363.22, 1343.75
  363.44, 1354.47
  363.65, 1346.58
  363.87, 1331.77
  364.08, 1342.98
  364.30, 1340.25
  364.51, 1339.19
  364.73, 1374.29
  364.94, 1339.37
  365.16, 1346.91
  365.37, 1353.63
  365.59, 1354.16
  365.80, 1343.65
  366.02, 1354.75
  366.23, 1330.24
  366.45, 1351.95
  366.66, 1348.46
  366.88, 1350.82
  367.09, 1335.19
  367.31, 1357.29
  367.52, 1334.01
  367.74, 1340.48
  367.95, 1347.38
  368.17, 1332.14
  368.38, 1367.92
  368.60, 1374.78
  368.81, 1341.32
  369.03, 1354.51
  369.24, 1335.44
  369.46, 1348.53
  369.67, 1355.35
  369.88, 1369.93
  370.10, 1350.31
  370.31, 1353.95
  370.53, 1365.26
  370.74, 1345.68
  370.96, 1324.73
  371.17, 1330.77
  371.39, 1337.32
  371.60, 1354.96
  371.82, 1342.75
  372.03, 1340.93
  372.25, 1329.85
  372.46, 1341.05
  372.68, 1327.92
  372.89, 1357.03
  373.10, 1331.38
  373.32, 1350.94
  373.53, 1342.44
  373.75, 1350.47
  373.96, 1341.97
  374.18, 1365.83
  374.39, 1373.80
  374.61, 1352.48
  374.82, 1354.10
  375.04, 1325.38
  375.25, 1340.13
  375.46, 1350.53
  375.68, 1322.80
  375.89, 1368.25
  376.11, 1350.86
  376.32, 1359.34
  376.54, 1350.55
  376.75, 1339.72
  376.96, 1337.39
  377.18, 1358.42
  377.39, 1362.41
  377.61, 1352.25
  377.82, 1337.36
  378.04, 1367.82
  378.25, 1369.50
  378.46, 1363.80
  378.68, 1366.18
  378.89, 1337.96
  379.11, 1341.83
  379.32, 1380.92
  379.54, 1330.93
  379.75, 1363.41
  379.96, 1337.51
  380.18, 1359.22
  380.39, 1358.97
  380.61, 1336.71
  380.82, 1342.83
  381.03, 1351.23
  381.25, 1336.01
  381.46, 1340.33
  381.68, 1359.03
  381.89, 1326.02
  382.11, 1340.31
  382.32, 1351.39
  382.53, 1339.02
  382.75, 1359.63
  382.96, 1331.90
  383.18, 1354.47
  383.39, 1341.77
  383.60, 1347.56
  383.82, 1366.06
  384.03, 1325.20
  384.24, 1359.75
  384.46, 1344.84
  384.67, 1341.05
  384.89, 1348.08
  385.10, 1338.80
  385.31, 1355.04
  385.53, 1331.73
  385.74, 1356.66
  385.96, 1328.09
  386.17, 1357.09
  386.38, 1359.89
  386.60, 1352.83
  386.81, 1326.31
  387.02, 1360.63
  387.24, 1342.48
  387.45, 1347.07
  387.67, 1367.76
  387.88, 1373.47
  388.09, 1328.99
  388.31, 1333.13
  388.52, 1379.33
  388.73, 1343.75
  388.95, 1356.35
  389.16, 1349.59
  389.37, 1338.59
  389.59, 1356.39
  389.80, 1332.10
  390.02, 1350.82
  390.23, 1344.59
  390.44, 1345.41
  390.66, 1343.30
  390.87, 1341.44
  391.08, 1347.50
  391.30, 1365.93
  391.51, 1351.93
  391.72, 1351.41
  391.94, 1337.98
  392.15, 1357.48
  392.36, 1343.08
  392.58, 1363.29
  392.79, 1339.94
  393.00, 1348.57
  393.22, 1333.80
  393.43, 1346.17
  393.64, 1336.79
  393.86, 1346.29
  394.07, 1346.56
  394.28, 1361.26
  394.50, 1330.05
  394.71, 1352.09
  394.92, 1338.00
  395.14, 1358.38
  395.35, 1334.62
  395.56, 1341.44
  395.78, 1341.56
  395.99, 1338.29
  396.20, 1333.29
  396.42, 1336.48
  396.63, 1350.49
  396.84, 1334.76
  397.06, 1343.69
  397.27, 1350.49
  397.48, 1341.40
  397.69, 1337.00
  397.91, 1343.39
  398.12, 1343.39
  398.33, 1389.61
  398.55, 1340.01
  398.76, 1342.83
  398.97, 1374.43
  399.19, 1358.97
  399.40, 1336.22
  399.61, 1351.78
  399.82, 1359.07
  400.04, 1349.71
  400.25, 1337.65
  400.46, 1337.67
  400.68, 1352.66
  400.89, 1319.18
  401.10, 1340.68
  401.31, 1361.04
  401.53, 1347.83
  401.74, 1334.17
  401.95, 1357.72
  402.17, 1339.31
  402.38, 1348.59
  402.59, 1345.23
  402.80, 1333.78
  403.02, 1346.58
  403.23, 1346.23
  403.44, 1324.44
  403.66, 1340.97
  403.87, 1346.56
  404.08, 1334.60
  404.29, 1337.14
  404.51, 1343.53
  404.72, 1352.17
  404.93, 1359.81
  405.14, 1337.08
  405.36, 1368.84
  405.57, 1364.05
  405.78, 1359.26
  405.99, 1334.95
  406.21, 1344.57
  406.42, 1332.88
  406.63, 1354.49
  406.84, 1307.65
  407.06, 1333.90
  407.27, 1345.88
  407.48, 1337.73
  407.69, 1343.92
  407.91, 1374.37
  408.12, 1351.80
  408.33, 1342.91
  408.54, 1332.90
  408.76, 1340.70
  408.97, 1339.31
  409.18, 1353.26
  409.39, 1343.16
  409.61, 1376.17
  409.82, 1330.32
  410.03, 1356.53
  410.24, 1329.81
  410.46, 1353.32
  410.67, 1354.04
  410.88, 1352.91
  411.09, 1316.41
  411.30, 1345.35
  411.52, 1321.78
  411.73, 1362.47
  411.94, 1340.64
  412.15, 1329.91
  412.37, 1347.71
  412.58, 1383.48
  412.79, 1338.45
  413.00, 1335.71
  413.21, 1325.81
  413.43, 1357.00
  413.64, 1361.18
  413.85, 1360.77
  414.06, 1321.19
  414.27, 1336.71
  414.49, 1361.14
  414.70, 1344.35
  414.91, 1342.81
  415.12, 1338.59
  415.33, 1329.09
  415.55, 1337.49
  415.76, 1346.68
  415.97, 1348.53
  416.18, 1346.15
  416.39, 1338.98
  416.61, 1340.19
  416.82, 1365.36
  417.03, 1326.69
  417.24, 1344.37
  417.45, 1336.69
  417.67, 1354.42
  417.88, 1313.20
  418.09, 1349.88
  418.30, 1369.82
  418.51, 1372.38
  418.72, 1339.23
  418.94, 1324.05
  419.15, 1347.44
  419.36, 1350.02
  419.57, 1353.93
  419.78, 1359.79
  420.00, 1353.28
  420.21, 1344.61
  420.42, 1332.94
  420.63, 1329.95
  420.84, 1337.61
  421.05, 1357.00
  421.27, 1337.96
  421.48, 1361.04
  421.69, 1312.75
  421.90, 1361.18
  422.11, 1355.43
  422.32, 1342.28
  422.53, 1347.71
  422.75, 1349.24
  422.96, 1347.50
  423.17, 1371.20
  423.38, 1337.77
  423.59, 1344.72
  423.80, 1326.00
  424.02, 1348.12
  424.23, 1346.25
  424.44, 1334.23
  424.65, 1311.13
  424.86, 1338.65
